0.000000,-2.362891,-1.209988,-1.775062,-3.240092,-1.567218,-0.022308,1.000000
0.003827,-2.363206,-1.210091,-1.774276,-3.240774,-1.567532,-0.022290,1.000000
0.007654,-2.363828,-1.210297,-1.772734,-3.242111,-1.568153,-0.022253,1.000000
0.011482,-2.364731,-1.210598,-1.770491,-3.244052,-1.569055,-0.022201,1.000000
0.015309,-2.365885,-1.210990,-1.767623,-3.246529,-1.570207,-0.022134,1.000000
0.019136,-2.367255,-1.211462,-1.764218,-3.249462,-1.571575,-0.022055,1.000000
0.022963,-2.368803,-1.212007,-1.760367,-3.252767,-1.573120,-0.021965,1.000000
0.026791,-2.370491,-1.212615,-1.756161,-3.256366,-1.574805,-0.021867,1.000000
0.030618,-2.372288,-1.213277,-1.751680,-3.260184,-1.576599,-0.021763,1.000000
0.034445,-2.374165,-1.213984,-1.746994,-3.264162,-1.578473,-0.021654,1.000000
0.038272,-2.376099,-1.214730,-1.742160,-3.268249,-1.580403,-0.021542,1.000000
0.042100,-2.378072,-1.215510,-1.737219,-3.272409,-1.582374,-0.021427,1.000000
0.045927,-2.380073,-1.216318,-1.732204,-3.276615,-1.584371,-0.021311,1.000000
0.049754,-2.382092,-1.217152,-1.727135,-3.280847,-1.586387,-0.021194,1.000000
0.053581,-2.384124,-1.218010,-1.722029,-3.285094,-1.588415,-0.021076,1.000000
0.057408,-2.386164,-1.218889,-1.716894,-3.289348,-1.590452,-0.020958,1.000000
0.061236,-2.388211,-1.219790,-1.711734,-3.293603,-1.592495,-0.020839,1.000000
0.065063,-2.390263,-1.220712,-1.706555,-3.297859,-1.594544,-0.020720,1.000000
0.068890,-2.392319,-1.221654,-1.701356,-3.302112,-1.596596,-0.020600,1.000000
0.072717,-2.394379,-1.222616,-1.696140,-3.306363,-1.598653,-0.020481,1.000000
0.076545,-2.396443,-1.223598,-1.690906,-3.310612,-1.600714,-0.020361,1.000000
0.080372,-2.398511,-1.224600,-1.685655,-3.314857,-1.602778,-0.020241,1.000000
0.084199,-2.400582,-1.225621,-1.680387,-3.319100,-1.604845,-0.020121,1.000000
0.088026,-2.402657,-1.226663,-1.675101,-3.323340,-1.606917,-0.020000,1.000000
0.091853,-2.404735,-1.227724,-1.669797,-3.327578,-1.608991,-0.019879,1.000000
0.095681,-2.406817,-1.228805,-1.664477,-3.331813,-1.611069,-0.019758,1.000000
0.099508,-2.408902,-1.229905,-1.659138,-3.336046,-1.613151,-0.019637,1.000000
0.103335,-2.410991,-1.231025,-1.653784,-3.340276,-1.615237,-0.019516,1.000000
0.107162,-2.413084,-1.232164,-1.648413,-3.344502,-1.617326,-0.019394,1.000000
0.110990,-2.415181,-1.233322,-1.643029,-3.348722,-1.619420,-0.019272,1.000000
0.114817,-2.417284,-1.234497,-1.637635,-3.352935,-1.621519,-0.019150,1.000000
0.118644,-2.419393,-1.235690,-1.632237,-3.357134,-1.623625,-0.019027,1.000000
0.122471,-2.421512,-1.236897,-1.626846,-3.361311,-1.625740,-0.018904,1.000000
0.126299,-2.423643,-1.238115,-1.621478,-3.365453,-1.627868,-0.018780,1.000000
0.130126,-2.425793,-1.239340,-1.616159,-3.369541,-1.630014,-0.018655,1.000000
0.133953,-2.427970,-1.240563,-1.610923,-3.373545,-1.632187,-0.018528,1.000000
0.137780,-2.430183,-1.241776,-1.605819,-3.377430,-1.634397,-0.018399,1.000000
0.141607,-2.432448,-1.242964,-1.600907,-3.381145,-1.636658,-0.018267,1.000000
0.145435,-2.434781,-1.244112,-1.596263,-3.384632,-1.638987,-0.018131,1.000000
0.149262,-2.437202,-1.245201,-1.591973,-3.387823,-1.641404,-0.017990,1.000000
0.153089,-2.439731,-1.246210,-1.588131,-3.390645,-1.643929,-0.017843,1.000000
0.156916,-2.442390,-1.247119,-1.584829,-3.393026,-1.646583,-0.017688,1.000000
0.160744,-2.445198,-1.247910,-1.582155,-3.394898,-1.649386,-0.017524,1.000000
0.164571,-2.448172,-1.248565,-1.580176,-3.396206,-1.652355,-0.017350,1.000000
0.168398,-2.451321,-1.249077,-1.578939,-3.396917,-1.655499,-0.017166,1.000000
0.172225,-2.454651,-1.249441,-1.578459,-3.397016,-1.658823,-0.016971,1.000000
0.176052,-2.458159,-1.249663,-1.578720,-3.396515,-1.662325,-0.016766,1.000000
0.179880,-2.461837,-1.249752,-1.579677,-3.395448,-1.665996,-0.016551,1.000000
0.183707,-2.465669,-1.249727,-1.581261,-3.393868,-1.669822,-0.016327,1.000000
0.187534,-2.469637,-1.249606,-1.583387,-3.391840,-1.673784,-0.016094,1.000000
0.191361,-2.473722,-1.249410,-1.585960,-3.389437,-1.677862,-0.015855,1.000000
0.195189,-2.477903,-1.249162,-1.588888,-3.386731,-1.682035,-0.015609,1.000000
0.199016,-2.482159,-1.248880,-1.592083,-3.383790,-1.686284,-0.015359,1.000000
0.202843,-2.486476,-1.248580,-1.595471,-3.380673,-1.690593,-0.015105,1.000000
0.206670,-2.490837,-1.248275,-1.598989,-3.377428,-1.694947,-0.014848,1.000000
0.210498,-2.495233,-1.247975,-1.602591,-3.374093,-1.699336,-0.014589,1.000000
0.214325,-2.499655,-1.247688,-1.606240,-3.370697,-1.703750,-0.014328,1.000000
0.218152,-2.504096,-1.247418,-1.609912,-3.367259,-1.708184,-0.014066,1.000000
0.221979,-2.508554,-1.247169,-1.613590,-3.363794,-1.712634,-0.013802,1.000000
0.225806,-2.513024,-1.246943,-1.617264,-3.360308,-1.717096,-0.013537,1.000000
0.229634,-2.517506,-1.246740,-1.620926,-3.356809,-1.721570,-0.013272,1.000000
0.233461,-2.521998,-1.246563,-1.624574,-3.353298,-1.726055,-0.013005,1.000000
0.237288,-2.526499,-1.246410,-1.628205,-3.349778,-1.730548,-0.012737,1.000000
0.241115,-2.531010,-1.246282,-1.631818,-3.346249,-1.735051,-0.012468,1.000000
0.244943,-2.535529,-1.246180,-1.635412,-3.342712,-1.739562,-0.012199,1.000000
0.248770,-2.540056,-1.246103,-1.638988,-3.339167,-1.744082,-0.011928,1.000000
0.252597,-2.544591,-1.246052,-1.642544,-3.335615,-1.748609,-0.011657,1.000000
0.256424,-2.549134,-1.246026,-1.646082,-3.332055,-1.753144,-0.011385,1.000000
0.260252,-2.553685,-1.246025,-1.649601,-3.328487,-1.757687,-0.011112,1.000000
0.264079,-2.558243,-1.246050,-1.653100,-3.324911,-1.762237,-0.010838,1.000000
0.267906,-2.562809,-1.246100,-1.656581,-3.321327,-1.766795,-0.010562,1.000000
0.271733,-2.567381,-1.246176,-1.660042,-3.317736,-1.771359,-0.010287,1.000000
