0.000000,-1.680000,-1.401800,-1.812700,-2.993700,-0.885700,-0.069600,1.000000
0.002000,-1.680000,-1.401800,-1.812700,-2.993700,-0.885700,-0.069600,1.000000
0.004000,-1.679994,-1.401798,-1.812687,-2.993715,-0.885694,-0.069601,1.000000
0.006000,-1.679983,-1.401795,-1.812660,-2.993744,-0.885683,-0.069602,1.000000
0.008000,-1.679967,-1.401790,-1.812620,-2.993789,-0.885667,-0.069603,1.000000
0.010000,-1.679944,-1.401783,-1.812566,-2.993848,-0.885645,-0.069605,1.000000
0.012000,-1.679917,-1.401774,-1.812499,-2.993922,-0.885617,-0.069608,1.000000
0.014000,-1.679883,-1.401763,-1.812419,-2.994011,-0.885584,-0.069611,1.000000
0.016000,-1.679844,-1.401751,-1.812325,-2.994115,-0.885545,-0.069615,1.000000
0.018000,-1.679800,-1.401737,-1.812217,-2.994233,-0.885500,-0.069619,1.000000
0.020000,-1.679750,-1.401722,-1.812097,-2.994366,-0.885450,-0.069624,1.000000
0.022000,-1.679694,-1.401704,-1.811963,-2.994514,-0.885395,-0.069630,1.000000
0.024000,-1.679633,-1.401685,-1.811815,-2.994677,-0.885334,-0.069636,1.000000
0.026000,-1.679566,-1.401665,-1.811654,-2.994855,-0.885267,-0.069642,1.000000
0.028000,-1.679494,-1.401642,-1.811480,-2.995047,-0.885195,-0.069649,1.000000
0.030000,-1.679416,-1.401618,-1.811292,-2.995254,-0.885118,-0.069657,1.000000
0.032000,-1.679333,-1.401592,-1.811090,-2.995476,-0.885035,-0.069665,1.000000
0.034000,-1.679244,-1.401565,-1.810876,-2.995713,-0.884946,-0.069673,1.000000
0.036000,-1.679149,-1.401536,-1.810647,-2.995965,-0.884852,-0.069682,1.000000
0.038000,-1.679049,-1.401505,-1.810406,-2.996231,-0.884752,-0.069692,1.000000
0.040000,-1.678944,-1.401473,-1.810150,-2.996512,-0.884647,-0.069702,1.000000
0.042000,-1.678832,-1.401439,-1.809882,-2.996808,-0.884536,-0.069713,1.000000
0.044000,-1.678716,-1.401403,-1.809599,-2.997118,-0.884419,-0.069724,1.000000
